OID_,timestamp,heading,speedmph,vehicleid,latitude,longitude
158,2:05:50 AM,288.252437,8,80824,39.125277,-94.625405
159,2:05:50 AM,295.609673,4,90924,39.123836,-94.624538
160,2:06:00 AM,265.643963,8,70724,39.105485,-94.713979
161,2:06:00 AM,274.501769,8,80824,39.125338,-94.625753
162,2:06:00 AM,268.523884,12,90924,39.12386,-94.624888
163,2:06:10 AM,264.781459,7,70724,39.105462,-94.714337
164,2:06:10 AM,273.228178,9,80824,39.125356,-94.626112
165,2:06:10 AM,290.861893,10,90924,39.123889,-94.62524
166,2:06:20 AM,273.401855,8,70724,39.105439,-94.714695
167,2:06:20 AM,271.434419,9,80824,39.125367,-94.626471
168,2:06:20 AM,290.861893,10,90924,39.123988,-94.625575
169,2:06:30 AM,273.401855,9,70724,39.105455,-94.715054
170,2:06:30 AM,141.003393,10,80824,39.125238,-94.626599
171,2:06:30 AM,306.586143,10,90924,39.12409,-94.625909
172,2:06:40 AM,272.490372,9,70724,39.105471,-94.715413
173,2:06:40 AM,141.101123,11,80824,39.125021,-94.626374
174,2:06:40 AM,306.586143,11,90924,39.124257,-94.626198
175,2:06:50 AM,272.296215,9,70724,39.105498,-94.715769
176,2:06:50 AM,99.907604,10,80824,39.124861,-94.626105
177,2:06:50 AM,226.764493,9,90924,39.124178,-94.626468
178,2:07:00 AM,278.262395,8,70724,39.105528,-94.716126
179,2:07:00 AM,113.347625,10,80824,39.124766,-94.625768
180,2:07:00 AM,102.566223,8,90924,39.124096,-94.626217
181,2:07:10 AM,273.122461,9,70724,39.105548,-94.716484
182,2:07:10 AM,113.347625,7,80824,39.124655,-94.625438
183,2:07:10 AM,114.10969,7,90924,39.124018,-94.625873
184,2:07:20 AM,274.028587,11,70724,39.105564,-94.716842
185,2:07:20 AM,114.926333,7,80824,39.124562,-94.625107
186,2:07:20 AM,114.10969,8,90924,39.123904,-94.625545
187,2:07:30 AM,274.028587,8,70724,39.105584,-94.717201
188,2:07:30 AM,110.244703,6,80824,39.124448,-94.624787
189,2:07:30 AM,114.10969,9,90924,39.12379,-94.625217
190,2:07:40 AM,274.272718,8,70724,39.105604,-94.717559
191,2:07:40 AM,111.959521,5,80824,39.12435,-94.62445
192,2:07:40 AM,284.118686,9,90924,39.123811,-94.625389
193,2:07:50 AM,276.002838,8,70724,39.105627,-94.717917
194,2:07:50 AM,111.959521,5,80824,39.124246,-94.624117
195,2:07:50 AM,288.650563,9,90924,39.123898,-94.62573
196,2:08:00 AM,274.801194,8,70724,39.105656,-94.718275
197,2:08:00 AM,111.959521,4,80824,39.124142,-94.623784
198,2:08:00 AM,287.624889,8,90924,39.123986,-94.626071
199,2:08:10 AM,274.801194,9,70724,39.105679,-94.718633
200,2:08:10 AM,111.959521,12,80824,39.124038,-94.623451
201,2:08:10 AM,287.624889,8,90924,39.124071,-94.626414
202,2:08:20 AM,274.801194,10,70724,39.105703,-94.718991
203,2:08:20 AM,117.701289,10,80824,39.123909,-94.623132
204,2:08:20 AM,294.690655,8,90924,39.124047,-94.626683
205,2:08:30 AM,273.351999,10,70724,39.10572,-94.719349
206,2:08:30 AM,117.701289,10,80824,39.123779,-94.622814
207,2:08:30 AM,294.690655,8,90924,39.124164,-94.62701
208,2:08:40 AM,277.703025,9,70724,39.105747,-94.719707
209,2:08:40 AM,120.037485,10,80824,39.123648,-94.622497
210,2:08:40 AM,280.613745,9,90924,39.12427,-94.62734
211,2:08:50 AM,277.703025,8,70724,39.105785,-94.720063
212,2:08:50 AM,102.365186,11,80824,39.123527,-94.622177
213,2:08:50 AM,289.30486,10,90924,39.124333,-94.627689
214,2:09:00 AM,275.724883,9,70724,39.105815,-94.72042
215,2:09:00 AM,109.539491,9,80824,39.123466,-94.621828
216,2:09:00 AM,289.30486,10,90924,39.124425,-94.628029
217,2:09:10 AM,275.724883,9,70724,39.105843,-94.720778
218,2:09:10 AM,291.105304,10,80824,39.123335,-94.621604
219,2:09:10 AM,285.584614,9,90924,39.124513,-94.628369
220,2:09:20 AM,275.679427,8,70724,39.105871,-94.721135
221,2:09:20 AM,275.974529,9,80824,39.123421,-94.621945
222,2:09:20 AM,285.584614,8,90924,39.124588,-94.628715
223,2:09:30 AM,275.679427,8,70724,39.105898,-94.721493
224,2:09:30 AM,289.3069,10,80824,39.123468,-94.622297
225,2:09:30 AM,304.998242,9,90924,39.124668,-94.629058
226,2:09:40 AM,275.679427,12,70724,39.105926,-94.72185
227,2:09:40 AM,89.985734,10,80824,39.123391,-94.622073
228,2:09:40 AM,304.998242,9,90924,39.124828,-94.629353
229,2:09:50 AM,275.679427,8,70724,39.105954,-94.722208
230,2:09:50 AM,106.447058,11,80824,39.123341,-94.621723
231,2:09:50 AM,296.910784,8,90924,39.124987,-94.629648
232,2:10:00 AM,274.822758,9,70724,39.105978,-94.722566
233,2:10:00 AM,196.46128,12,80824,39.123111,-94.621625
234,2:10:00 AM,296.910784,8,90924,39.125113,-94.629968
235,2:10:10 AM,274.822758,9,70724,39.106002,-94.722924
236,2:10:10 AM,69.081571,8,80824,39.123006,-94.621731
237,2:10:10 AM,158.567587,12,90924,39.125201,-94.630243
238,2:10:20 AM,274.822758,10,70724,39.106025,-94.723282
239,2:10:20 AM,315.41658,9,80824,39.123258,-94.621693
240,2:10:20 AM,305.230227,8,90924,39.125163,-94.630336
241,2:10:30 AM,274.822758,11,70724,39.106049,-94.72364
242,2:10:30 AM,284.159251,8,80824,39.12335,-94.622017
243,2:10:30 AM,305.230227,9,90924,39.125324,-94.630629
244,2:10:40 AM,274.822758,10,70724,39.106072,-94.723998
245,2:10:40 AM,110.525152,7,80824,39.123295,-94.621679
246,2:10:40 AM,314.836577,9,90924,39.125505,-94.630901
247,2:10:50 AM,272.350824,9,70724,39.106092,-94.724356
248,2:10:50 AM,250.034446,8,80824,39.123052,-94.621702
249,2:10:50 AM,314.86811,10,90924,39.125701,-94.631156
250,2:11:00 AM,272.350824,10,70724,39.106103,-94.724715
251,2:11:00 AM,299.361145,9,80824,39.123114,-94.621983
252,2:11:00 AM,320.699,11,90924,39.125931,-94.631296
253,2:11:10 AM,272.350824,9,70724,39.106115,-94.725074
254,2:11:10 AM,134.824936,9,80824,39.123069,-94.621958
255,2:11:10 AM,138.14327,10,90924,39.126045,-94.63133
256,2:11:20 AM,272.350824,7,70724,39.106126,-94.725433
257,2:11:20 AM,116.038586,9,80824,39.122935,-94.621645
258,2:11:20 AM,210.593089,13,90924,39.125829,-94.631197
259,2:11:30 AM,272.350824,8,70724,39.106138,-94.725792
260,2:11:30 AM,298.974751,8,80824,39.122961,-94.621869
261,2:11:30 AM,130.498671,12,90924,39.12563,-94.63097
262,2:11:40 AM,272.350824,8,70724,39.106149,-94.726151
263,2:11:40 AM,301.8556,9,80824,39.123116,-94.622166
264,2:11:40 AM,130.498671,11,90924,39.125449,-94.630696
265,2:11:50 AM,272.350824,8,70724,39.10616,-94.72651
266,2:11:50 AM,294.38027,11,80824,39.123256,-94.622476
267,2:11:50 AM,129.594946,14,90924,39.125269,-94.630422
268,2:12:00 AM,272.350824,9,70724,39.106172,-94.726869
269,2:12:00 AM,296.523539,8,80824,39.123389,-94.622791
270,2:12:00 AM,103.71353,8,90924,39.125143,-94.630111
271,2:12:10 AM,272.350824,9,70724,39.106183,-94.727228
272,2:12:10 AM,288.987558,8,80824,39.123507,-94.623116
273,2:12:10 AM,99.802068,8,90924,39.125093,-94.629758
274,2:12:20 AM,272.350824,10,70724,39.106195,-94.727587
275,2:12:20 AM,303.149781,8,80824,39.123636,-94.62343
276,2:12:20 AM,96.665175,8,90924,39.124978,-94.629433
277,2:12:30 AM,272.350824,11,70724,39.106206,-94.727947
278,2:12:30 AM,295.237837,8,80824,39.123774,-94.623742
279,2:12:30 AM,58.02617,9,90924,39.125039,-94.629104
280,2:12:40 AM,272.350824,10,70724,39.106218,-94.728306
281,2:12:40 AM,292.51325,9,80824,39.123888,-94.624069
282,2:12:40 AM,111.337562,9,90924,39.125126,-94.628787
283,2:12:50 AM,70.716303,10,70724,39.106258,-94.728411
284,2:12:50 AM,292.51325,10,80824,39.123995,-94.624401
285,2:12:50 AM,111.880139,10,90924,39.124989,-94.628478
286,2:13:00 AM,188.500203,7,70724,39.10636,-94.72829
287,2:13:00 AM,312.541624,10,80824,39.124094,-94.62473
288,2:13:00 AM,111.880139,11,90924,39.124885,-94.628144
289,2:13:10 AM,10.192181,7,70724,39.106335,-94.728194
290,2:13:10 AM,292.839311,9,80824,39.124204,-94.625059
291,2:13:10 AM,102.781448,10,90924,39.124817,-94.627796
292,2:13:20 AM,190.543407,6,70724,39.106234,-94.72827
293,2:13:20 AM,292.839311,8,80824,39.124312,-94.62539
294,2:13:20 AM,94.015733,10,90924,39.124773,-94.627442
295,2:13:30 AM,347.110129,5,70724,39.106411,-94.728347
296,2:13:30 AM,292.839311,9,80824,39.12442,-94.625722
297,2:13:30 AM,10.070541,7,90924,39.124894,-94.627224
298,2:13:40 AM,93.407887,5,70724,39.106235,-94.728359
299,2:13:40 AM,254.237467,9,80824,39.124451,-94.626064
300,2:13:40 AM,275.38075,7,90924,39.124891,-94.627572
301,2:13:50 AM,3.214131,4,70724,39.106291,-94.728084
302,2:13:50 AM,254.237467,8,80824,39.124376,-94.62641
303,2:13:50 AM,287.104709,6,90924,39.124946,-94.627923
304,2:14:00 AM,108.36085,12,70724,39.106341,-94.728101
305,2:14:00 AM,181.151195,8,80824,39.124268,-94.626672
306,2:14:00 AM,287.104709,5,90924,39.125028,-94.628266
307,2:14:10 AM,332.987081,10,70724,39.106302,-94.727968
308,2:14:10 AM,353.432051,12,80824,39.124319,-94.626654
309,2:14:10 AM,298.312631,5,90924,39.125155,-94.628586
310,2:14:20 AM,179.502755,10,70724,39.10628,-94.728164
311,2:14:20 AM,70.240468,8,80824,39.124425,-94.626404
312,2:14:20 AM,289.792541,4,90924,39.125267,-94.628913
313,2:14:30 AM,18.107082,10,70724,39.106328,-94.72804
314,2:14:30 AM,76.640737,9,80824,39.124507,-94.626061
315,2:14:30 AM,243.682727,12,90924,39.125141,-94.629228
316,2:14:40 AM,164.685671,11,70724,39.106275,-94.727919
317,2:14:40 AM,259.570885,9,80824,39.124523,-94.626123
318,2:14:40 AM,289.949108,10,90924,39.125126,-94.629558
319,2:14:50 AM,20.823128,9,70724,39.106353,-94.727844
320,2:14:50 AM,263.237412,10,80824,39.124447,-94.626466
321,2:14:50 AM,285.773168,10,90924,39.125214,-94.629899
322,2:15:00 AM,104.538874,12,70724,39.106326,-94.727534
323,2:15:00 AM,91.364285,11,80824,39.124477,-94.626573
324,2:15:00 AM,298.758393,10,90924,39.125317,-94.63023
325,2:15:10 AM,269.542703,8,70724,39.106227,-94.727639
326,2:15:10 AM,77.92568,10,80824,39.12453,-94.626225
327,2:15:10 AM,298.758393,11,90924,39.125451,-94.630545
328,2:15:20 AM,180.198398,9,70724,39.106341,-94.727801
329,2:15:20 AM,255.243944,13,80824,39.124578,-94.626123
330,2:15:20 AM,309.466045,9,90924,39.125625,-94.630825
331,2:15:30 AM,104.538874,9,70724,39.106321,-94.727514
332,2:15:30 AM,267.546127,12,80824,39.124502,-94.626465
333,2:15:30 AM,319.705033,10,90924,39.125823,-94.631076
334,2:15:40 AM,91.578471,10,70724,39.106321,-94.727155
335,2:15:40 AM,95.745526,11,80824,39.124531,-94.626544
336,2:15:40 AM,127.34801,9,90924,39.125776,-94.630955
337,2:15:50 AM,274.660974,11,70724,39.106355,-94.726978
338,2:15:50 AM,71.886866,14,80824,39.12458,-94.626202
339,2:15:50 AM,121.866564,10,90924,39.125615,-94.630663
340,2:16:00 AM,279.492291,10,70724,39.106365,-94.727337
341,2:16:00 AM,272.345278,8,80824,39.124581,-94.626295
342,2:16:00 AM,121.866564,10,90924,39.125468,-94.630357
343,2:16:10 AM,220.558894,13,70724,39.106304,-94.727656
344,2:16:10 AM,296.315941,8,80824,39.12457,-94.626637
345,2:16:10 AM,110.637426,11,90924,39.12537,-94.630021
346,2:16:20 AM,90.054314,12,70724,39.10622,-94.727533
347,2:16:20 AM,67.631113,8,80824,39.124579,-94.626411
348,2:16:20 AM,111.451781,12,90924,39.125269,-94.629686
349,2:16:30 AM,89.638273,11,70724,39.10622,-94.727174
350,2:16:30 AM,270.483312,9,80824,39.124623,-94.626319
351,2:16:30 AM,103.030654,8,90924,39.125188,-94.629343
352,2:16:40 AM,92.611205,14,70724,39.106211,-94.726815
353,2:16:40 AM,87.227703,9,80824,39.124582,-94.626095
354,2:16:40 AM,274.298892,9,90924,39.125297,-94.629094
355,2:16:50 AM,92.611205,8,70724,39.106198,-94.726456
356,2:16:50 AM,114.954655,10,80824,39.124489,-94.625762
357,2:16:50 AM,274.298892,8,90924,39.125318,-94.629452
358,2:17:00 AM,92.611205,8,70724,39.106186,-94.726097
359,2:17:00 AM,112.800779,11,80824,39.12438,-94.625431
360,2:17:00 AM,285.150216,7,90924,39.125373,-94.629803
361,2:17:10 AM,92.200856,8,70724,39.106174,-94.725738
362,2:17:10 AM,112.800779,10,80824,39.124271,-94.6251
363,2:17:10 AM,285.150216,8,90924,39.125446,-94.63015
364,2:17:20 AM,92.200856,9,70724,39.106163,-94.725379
365,2:17:20 AM,112.800779,10,80824,39.124163,-94.624769
366,2:17:20 AM,291.234859,9,90924,39.125541,-94.630487
367,2:17:30 AM,70.267533,9,70724,39.106164,-94.725022
368,2:17:30 AM,112.800779,7,80824,39.124055,-94.624437
369,2:17:30 AM,135.2821,9,90924,39.125534,-94.63061
370,2:17:40 AM,38.683669,10,70724,39.106348,-94.724776
371,2:17:40 AM,112.800779,7,80824,39.123947,-94.624106
372,2:17:40 AM,114.428713,9,90924,39.125407,-94.630293
373,2:17:50 AM,216.418026,11,70724,39.106316,-94.724867
374,2:17:50 AM,112.800779,6,80824,39.123839,-94.623775
375,2:17:50 AM,109.782817,8,90924,39.125301,-94.629961
376,2:18:00 AM,263.105966,10,70724,39.106266,-94.725168
377,2:18:00 AM,119.405957,5,80824,39.123712,-94.623456
378,2:18:00 AM,109.782817,9,90924,39.125207,-94.629623
379,2:18:10 AM,272.479488,10,70724,39.106265,-94.725527
380,2:18:10 AM,117.243247,5,80824,39.123578,-94.623141
381,2:18:10 AM,85.596263,11,90924,39.125139,-94.62928
382,2:18:20 AM,272.479488,7,70724,39.106277,-94.725886
383,2:18:20 AM,117.243247,4,80824,39.123451,-94.622821
384,2:18:20 AM,85.596263,8,90924,39.12516,-94.628922
385,2:18:30 AM,272.479488,7,70724,39.106289,-94.726245
386,2:18:30 AM,117.243247,12,80824,39.123323,-94.622502
387,2:18:30 AM,85.596263,8,90924,39.125181,-94.628564
388,2:18:40 AM,272.479488,6,70724,39.106301,-94.726604
389,2:18:40 AM,118.524809,10,80824,39.123194,-94.622184
390,2:18:40 AM,101.735015,8,90924,39.125127,-94.628212
391,2:18:50 AM,284.795585,5,70724,39.106329,-94.72696
392,2:18:50 AM,125.599597,10,80824,39.123036,-94.621887
393,2:18:50 AM,93.376937,8,90924,39.12509,-94.627856
394,2:19:00 AM,271.875636,5,70724,39.106346,-94.727317
395,2:19:00 AM,13.260847,10,80824,39.123049,-94.621639
396,2:19:00 AM,93.376937,9,90924,39.125074,-94.627498
397,2:19:10 AM,92.954887,4,70724,39.106388,-94.727186
398,2:19:10 AM,273.940359,11,80824,39.123282,-94.621682
399,2:19:10 AM,72.214958,10,90924,39.125085,-94.627144
400,2:19:20 AM,92.954887,12,70724,39.106374,-94.726827
401,2:19:20 AM,293.238467,9,80824,39.123365,-94.622021
402,2:19:20 AM,268.827847,10,90924,39.125196,-94.62725
403,2:19:30 AM,92.5127,10,70724,39.106362,-94.726468
404,2:19:30 AM,296.221777,8,80824,39.123485,-94.622345
405,2:19:30 AM,277.824408,9,90924,39.125197,-94.627609
406,2:19:40 AM,92.5127,10,70724,39.106349,-94.726109
407,2:19:40 AM,298.556386,7,80824,39.123614,-94.622663
408,2:19:40 AM,277.824408,8,90924,39.125235,-94.627965
409,2:19:50 AM,92.5127,10,70724,39.106337,-94.72575
410,2:19:50 AM,298.556386,8,80824,39.123747,-94.622979
411,2:19:50 AM,277.824408,9,90924,39.125273,-94.628321
412,2:20:00 AM,92.5127,11,70724,39.106325,-94.725392
413,2:20:00 AM,298.556386,9,80824,39.12388,-94.623295
414,2:20:00 AM,277.824408,9,90924,39.125311,-94.628677
415,2:20:10 AM,102.052141,9,70724,39.106307,-94.725033
416,2:20:10 AM,296.713148,9,80824,39.124009,-94.623613
417,2:20:10 AM,25.178682,8,90924,39.125362,-94.629001
418,2:20:20 AM,44.19103,8,70724,39.106476,-94.724788
419,2:20:20 AM,292.859898,9,80824,39.12412,-94.623943
420,2:20:20 AM,92.313509,8,90924,39.12538,-94.628664
421,2:20:30 AM,218.487367,7,70724,39.106289,-94.724858
422,2:20:30 AM,292.859898,8,80824,39.124228,-94.624274
423,2:20:30 AM,92.313509,12,90924,39.125369,-94.628305
424,2:20:40 AM,274.496101,8,70724,39.106281,-94.7252
425,2:20:40 AM,292.859898,8,80824,39.124336,-94.624605
426,2:20:40 AM,92.313509,8,90924,39.125357,-94.627946
427,2:20:50 AM,271.491889,9,70724,39.10629,-94.725559
428,2:20:50 AM,292.526687,8,80824,39.124444,-94.624936
429,2:20:50 AM,92.313509,9,90924,39.125346,-94.627587
430,2:21:00 AM,271.491889,9,70724,39.106297,-94.725918
431,2:21:00 AM,292.526687,8,80824,39.124551,-94.625268
432,2:21:00 AM,92.313509,9,90924,39.125335,-94.627228
433,2:21:10 AM,273.22164,9,70724,39.106312,-94.726277
434,2:21:10 AM,292.526687,9,80824,39.124658,-94.6256
435,2:21:10 AM,97.94044,10,90924,39.125315,-94.62687
