OID_,timestamp,heading,speedmph,vehicleid,latitude,longitude
101,1/17/2022 1:59,286.191939,8,80824,39.124132,-94.622888
102,1/17/2022 1:59,119.731726,11,90924,39.122822,-94.621964
103,1/17/2022 1:59,240.293366,12,10124,41.769564,-88.153053
104,1/17/2022 1:59,260.507373,9,20224,41.769066,-88.15333
105,1/17/2022 1:59,85.102129,11,60624,39.105601,-94.711047
106,1/17/2022 1:59,263.562608,12,70724,39.105795,-94.712542
107,1/17/2022 1:59,301.013705,8,80824,39.124498,-94.623901
108,1/17/2022 1:59,297.368324,11,90924,39.123193,-94.622893
109,1/17/2022 1:59,177.700319,12,10124,41.769613,-88.15308
110,1/17/2022 1:59,264.529508,9,20224,41.768955,-88.152938
111,1/17/2022 1:59,79.881832,11,60624,39.105714,-94.710082
112,1/17/2022 1:59,203.78973,12,70724,39.1057,-94.712994
113,1/17/2022 1:59,307.133441,12,80824,39.125064,-94.624743
114,1/17/2022 1:59,297.368324,10,90924,39.123594,-94.623891
115,1/17/2022 2:00,84.49555,9,20224,41.768885,-88.153
116,1/17/2022 2:00,124.165536,10,60624,39.105642,-94.71004
117,1/17/2022 2:00,265.643963,11,70724,39.105482,-94.714024
118,1/17/2022 2:00,274.501769,12,80824,39.12534,-94.625798
119,1/17/2022 2:00,268.523884,10,90924,39.123859,-94.624933
120,1/17/2022 2:00,87.451545,8,20224,41.768737,-88.153092
121,1/17/2022 2:00,52.779966,10,60624,39.1055,-94.710038
122,1/17/2022 2:00,273.401855,11,70724,39.105459,-94.715144
123,1/17/2022 2:00,141.003393,12,80824,39.125184,-94.626543
124,1/17/2022 2:00,306.586143,9,90924,39.124132,-94.625981
125,1/17/2022 2:00,87.451545,8,20224,41.76874,-88.153027
126,1/17/2022 2:00,91.011368,9,60624,39.105615,-94.710255
127,1/17/2022 2:00,273.122461,10,70724,39.105539,-94.716259
128,1/17/2022 2:00,113.347625,11,80824,39.124724,-94.625644
129,1/17/2022 2:00,102.566223,9,90924,39.124073,-94.626085
130,1/17/2022 2:00,279.373822,9,60624,39.10576,-94.710086
131,1/17/2022 2:00,274.272718,10,70724,39.105594,-94.71738
132,1/17/2022 2:00,110.244703,11,80824,39.1244,-94.624618
133,1/17/2022 2:00,284.118686,11,90924,39.123777,-94.625215
134,1/17/2022 2:00,274.801194,9,70724,39.10567,-94.718499
135,1/17/2022 2:00,111.959521,10,80824,39.124077,-94.623575
136,1/17/2022 2:00,287.624889,9,90924,39.124039,-94.626285
137,1/17/2022 2:00,277.703025,9,70724,39.105738,-94.719618
138,1/17/2022 2:00,117.701289,10,80824,39.123682,-94.622575
139,1/17/2022 2:00,294.690655,12,90924,39.124251,-94.627254
140,1/17/2022 2:01,275.724883,11,70724,39.10584,-94.720733
141,1/17/2022 2:01,169.163891,9,80824,39.123347,-94.621588
142,1/17/2022 2:01,285.584614,8,90924,39.124504,-94.628326
143,1/17/2022 2:01,275.679427,9,70724,39.105926,-94.72185
144,1/17/2022 2:01,89.985734,9,80824,39.123391,-94.622073
145,1/17/2022 2:01,304.998242,11,90924,39.124828,-94.629353
146,1/17/2022 2:01,274.822758,12,70724,39.106005,-94.722968
147,1/17/2022 2:01,21.00983,11,80824,39.123033,-94.621708
148,1/17/2022 2:01,158.567587,10,90924,39.125169,-94.630227
149,1/17/2022 2:01,274.822758,8,70724,39.106078,-94.724087
150,1/17/2022 2:01,168.650558,9,80824,39.123229,-94.621658
151,1/17/2022 2:01,314.86811,11,90924,39.125554,-94.630965
152,1/17/2022 2:01,272.350824,11,70724,39.106119,-94.725209
153,1/17/2022 2:01,116.038586,12,80824,39.123012,-94.621847
154,1/17/2022 2:01,138.14327,10,90924,39.125967,-94.63124
155,1/17/2022 2:01,272.350824,10,70724,39.106155,-94.726331
156,1/17/2022 2:01,305.283426,8,80824,39.123193,-94.622316
157,1/17/2022 2:01,130.498671,9,90924,39.125358,-94.63056
158,1/17/2022 2:02,272.350824,11,70724,39.10619,-94.727453
159,1/17/2022 2:02,307.746525,11,80824,39.123577,-94.623319
160,1/17/2022 2:02,117.473224,9,90924,39.125024,-94.629554
161,1/17/2022 2:02,70.716303,10,70724,39.106235,-94.728495
162,1/17/2022 2:02,292.51325,10,80824,39.123968,-94.624318
163,1/17/2022 2:02,127.090907,9,90924,39.125016,-94.62856
164,1/17/2022 2:02,190.543407,9,70724,39.106269,-94.728262
165,1/17/2022 2:02,292.839311,11,80824,39.124299,-94.625349
166,1/17/2022 2:02,94.015733,8,90924,39.124776,-94.627487
167,1/17/2022 2:02,3.214131,9,70724,39.106291,-94.728084
168,1/17/2022 2:02,254.237467,10,80824,39.124376,-94.62641
169,1/17/2022 2:02,287.104709,8,90924,39.124946,-94.627923
170,1/17/2022 2:02,179.502755,9,70724,39.106245,-94.728163
171,1/17/2022 2:02,70.240468,9,80824,39.124437,-94.626362
172,1/17/2022 2:02,240.499687,8,90924,39.12526,-94.628953
173,1/17/2022 2:02,91.856544,8,70724,39.10639,-94.727789
174,1/17/2022 2:02,263.237412,9,80824,39.124438,-94.626555
175,1/17/2022 2:02,285.773168,12,90924,39.125233,-94.629985
176,1/17/2022 2:03,77.814131,8,70724,39.106298,-94.727737
177,1/17/2022 2:03,251.892837,9,80824,39.124547,-94.626252
178,1/17/2022 2:03,309.466045,12,90924,39.125692,-94.630929
179,1/17/2022 2:03,271.804834,8,70724,39.10636,-94.727158
180,1/17/2022 2:03,282.641954,8,80824,39.124608,-94.626124
181,1/17/2022 2:03,121.866564,12,90924,39.125542,-94.63051
182,1/17/2022 2:03,89.638273,12,70724,39.10622,-94.727308
183,1/17/2022 2:03,78.745904,8,80824,39.124614,-94.626195
184,1/17/2022 2:03,103.030654,11,90924,39.125212,-94.629474
185,1/17/2022 2:03,92.611205,12,70724,39.106189,-94.726186
186,1/17/2022 2:03,112.800779,8,80824,39.124407,-94.625514
187,1/17/2022 2:03,285.150216,11,90924,39.125355,-94.629716
188,1/17/2022 2:03,92.200856,12,70724,39.106153,-94.725065
189,1/17/2022 2:03,112.800779,12,80824,39.124069,-94.624479
190,1/17/2022 2:03,135.2821,10,90924,39.125558,-94.630642
191,1/17/2022 2:03,263.105966,11,70724,39.106266,-94.725168
192,1/17/2022 2:03,119.405957,12,80824,39.123712,-94.623456
193,1/17/2022 2:03,109.782817,10,90924,39.125207,-94.629623
194,1/17/2022 2:04,272.479488,11,70724,39.106291,-94.726289
195,1/17/2022 2:04,117.243247,12,80824,39.123307,-94.622462
196,1/17/2022 2:04,101.735015,9,90924,39.125176,-94.62852
197,1/17/2022 2:04,271.875636,10,70724,39.106348,-94.727407
198,1/17/2022 2:04,13.260847,11,80824,39.123116,-94.621619
199,1/17/2022 2:04,277.824408,9,90924,39.125211,-94.627743
200,1/17/2022 2:04,92.5127,10,70724,39.106357,-94.726334
201,1/17/2022 2:04,296.221777,11,80824,39.123531,-94.622466
202,1/17/2022 2:04,277.824408,11,90924,39.12533,-94.628855
203,1/17/2022 2:04,92.5127,9,70724,39.106319,-94.725212
204,1/17/2022 2:04,296.713148,10,80824,39.123946,-94.623453
205,1/17/2022 2:04,92.313509,9,90924,39.125361,-94.628081
206,1/17/2022 2:04,274.496101,9,70724,39.106273,-94.725066
207,1/17/2022 2:04,292.859898,10,80824,39.124296,-94.624481
208,1/17/2022 2:04,97.94044,12,90924,39.125324,-94.626959
209,1/17/2022 2:04,273.22164,11,70724,39.106308,-94.726187
210,1/17/2022 2:04,292.526687,9,80824,39.124631,-94.625517
211,1/17/2022 2:04,93.12327,8,90924,39.125244,-94.625842
212,1/17/2022 2:05,94.860706,9,70724,39.106368,-94.726882
213,1/17/2022 2:05,213.793133,9,80824,39.124786,-94.626545
214,1/17/2022 2:05,126.624077,11,90924,39.124965,-94.624791
215,1/17/2022 2:05,92.822079,12,70724,39.106321,-94.725761
216,1/17/2022 2:05,91.551669,11,80824,39.124846,-94.62636
217,1/17/2022 2:05,119.398684,10,90924,39.124448,-94.623888
218,1/17/2022 2:05,138.341806,8,70724,39.106442,-94.72473
219,1/17/2022 2:05,357.384248,9,80824,39.125244,-94.62668
220,1/17/2022 2:05,111.18911,11,90924,39.12406,-94.622885
221,1/17/2022 2:05,49.42276,11,70724,39.106305,-94.724706
222,1/17/2022 2:05,320.052961,12,80824,39.125061,-94.626562
223,1/17/2022 2:05,90.378715,10,90924,39.124009,-94.621766
224,1/17/2022 2:05,193.475488,10,70724,39.106171,-94.723848
225,1/17/2022 2:05,322.794079,8,80824,39.124998,-94.626589
226,1/17/2022 2:05,283.19645,9,90924,39.123534,-94.621907
227,1/17/2022 2:05,92.914406,11,70724,39.106304,-94.724523
228,1/17/2022 2:05,176.247216,11,80824,39.124749,-94.626632
229,1/17/2022 2:05,296.978433,9,90924,39.123886,-94.622926
230,1/17/2022 2:06,269.593776,10,70724,39.106182,-94.724225
231,1/17/2022 2:06,303.584359,10,80824,39.124948,-94.62672
232,1/17/2022 2:06,293.473411,9,90924,39.124258,-94.623941
233,1/17/2022 2:06,95.587167,9,70724,39.106594,-94.724587
234,1/17/2022 2:06,272.161925,11,80824,39.12543,-94.627365
235,1/17/2022 2:06,290.641489,8,90924,39.124579,-94.624984
236,1/17/2022 2:06,96.467093,9,70724,39.106264,-94.724288
237,1/17/2022 2:06,271.893435,10,80824,39.125459,-94.628487
238,1/17/2022 2:06,284.438888,8,90924,39.12492,-94.626017
239,1/17/2022 2:06,95.772824,9,70724,39.106085,-94.723223
240,1/17/2022 2:06,277.636005,9,80824,39.125493,-94.629609
241,1/17/2022 2:06,115.686761,8,90924,39.12508,-94.626358
242,1/17/2022 2:06,95.772824,8,70724,39.105997,-94.722106
243,1/17/2022 2:06,299.072178,9,80824,39.125747,-94.630674
244,1/17/2022 2:06,119.326707,12,90924,39.124781,-94.625308
245,1/17/2022 2:06,95.772824,8,70724,39.105909,-94.720989
246,1/17/2022 2:06,315.31264,9,80824,39.126299,-94.631535
247,1/17/2022 2:06,115.599015,12,90924,39.124443,-94.624277
248,1/17/2022 2:07,95.772824,8,70724,39.105822,-94.719871
249,1/17/2022 2:07,135.329959,8,80824,39.126706,-94.632111
250,1/17/2022 2:07,115.243639,12,90924,39.12407,-94.623262
251,1/17/2022 2:07,276.033415,12,70724,39.105871,-94.719675
252,1/17/2022 2:07,137.381303,8,80824,39.126082,-94.631327
253,1/17/2022 2:07,109.016405,11,90924,39.123693,-94.622252
254,1/17/2022 2:07,276.033415,12,70724,39.105963,-94.720791
255,1/17/2022 2:07,111.001033,8,80824,39.125607,-94.630399
256,1/17/2022 2:07,281.450818,11,90924,39.123713,-94.62193
257,1/17/2022 2:07,276.033415,12,70724,39.106054,-94.721908
258,1/17/2022 2:07,96.630073,12,80824,39.125428,-94.629306
259,1/17/2022 2:07,290.7799,10,90924,39.124025,-94.622978
260,1/17/2022 2:07,276.033415,11,70724,39.106146,-94.723025
261,1/17/2022 2:07,301.514848,12,80824,39.124833,-94.629578
262,1/17/2022 2:07,297.1332,10,90924,39.124406,-94.623986
263,1/17/2022 2:07,96.32462,11,70724,39.106378,-94.723564
264,1/17/2022 2:07,309.265282,12,80824,39.125148,-94.630435
265,1/17/2022 2:07,297.68875,9,90924,39.124785,-94.624997
266,1/17/2022 2:08,71.154376,10,70724,39.106209,-94.7225
267,1/17/2022 2:08,319.11495,11,80824,39.125731,-94.631266
268,1/17/2022 2:08,285.240875,9,90924,39.125112,-94.626032
269,1/17/2022 2:08,96.344004,10,70724,39.106226,-94.721496
270,1/17/2022 2:08,319.854426,11,80824,39.126404,-94.631821
271,1/17/2022 2:08,106.119565,11,90924,39.125149,-94.625693
272,1/17/2022 2:08,168.043543,9,70724,39.106133,-94.720636
273,1/17/2022 2:08,69.488549,10,80824,39.126539,-94.632104
274,1/17/2022 2:08,122.26814,9,90924,39.124799,-94.624677
275,1/17/2022 2:08,275.983388,9,70724,39.106059,-94.721447
276,1/17/2022 2:08,340.681982,10,80824,39.126774,-94.632293
277,1/17/2022 2:08,117.874894,12,90924,39.124337,-94.623726
278,1/17/2022 2:08,275.609604,11,70724,39.106147,-94.722565
279,1/17/2022 2:08,160.2049,9,80824,39.126554,-94.63207
280,1/17/2022 2:08,113.430628,8,90924,39.123978,-94.622703
281,1/17/2022 2:08,278.787654,9,70724,39.106257,-94.723678
282,1/17/2022 2:08,135.922721,9,80824,39.126208,-94.631506
283,1/17/2022 2:08,3.229713,11,90924,39.123821,-94.621699
284,1/17/2022 2:09,95.535304,12,70724,39.106189,-94.722749
285,1/17/2022 2:09,120.380731,11,80824,39.125657,-94.630645
286,1/17/2022 2:09,292.430886,10,90924,39.124051,-94.622653
287,1/17/2022 2:09,95.8686,8,70724,39.106143,-94.721631
288,1/17/2022 2:09,98.991552,9,80824,39.12541,-94.629577
289,1/17/2022 2:09,292.430886,11,90924,39.124384,-94.623691
290,1/17/2022 2:09,275.08123,11,70724,39.106093,-94.720673
291,1/17/2022 2:09,207.952433,12,80824,39.124973,-94.629308
292,1/17/2022 2:09,305.831775,10,90924,39.124902,-94.624586
293,1/17/2022 2:09,268.147287,10,70724,39.106188,-94.721786
294,1/17/2022 2:09,255.253435,8,80824,39.124982,-94.628979
295,1/17/2022 2:09,277.575709,9,90924,39.125246,-94.625596
296,1/17/2022 2:09,84.150206,11,70724,39.106012,-94.722606
297,1/17/2022 2:09,225.527497,11,80824,39.124744,-94.629037
298,1/17/2022 2:09,253.658156,9,90924,39.125314,-94.626709
299,1/17/2022 2:09,84.150206,10,70724,39.106101,-94.721489
301,1/17/2022 2:09,2.571036,10,80824,39.124765,-94.628952
302,1/17/2022 2:09,274.236169,9,90924,39.1253,-94.627811
303,1/17/2022 2:10,117.663563,9,70724,39.106033,-94.72039
304,1/17/2022 2:10,95.784091,11,80824,39.124965,-94.628837
305,1/17/2022 2:10,274.236169,8,90924,39.125365,-94.628931
306,1/17/2022 2:10,38.278809,9,70724,39.105882,-94.719305
307,1/17/2022 2:10,105.554569,10,80824,39.124702,-94.627784
308,1/17/2022 2:10,104.663571,8,90924,39.125196,-94.628196
309,1/17/2022 2:10,277.207056,9,70724,39.105978,-94.720381
310,1/17/2022 2:10,26.096082,9,80824,39.125054,-94.627037
311,1/17/2022 2:10,80.601089,8,90924,39.125174,-94.627087
312,1/17/2022 2:10,95.860406,8,70724,39.105867,-94.720044
313,1/17/2022 2:10,272.483443,9,80824,39.124705,-94.627434
314,1/17/2022 2:10,182.518098,12,90924,39.124504,-94.626859
315,1/17/2022 2:10,103.47299,8,70724,39.105766,-94.71893
316,1/17/2022 2:10,301.562425,9,80824,39.124918,-94.628518
317,1/17/2022 2:10,81.274933,12,90924,39.123993,-94.626493
318,1/17/2022 2:10,96.524225,8,70724,39.105661,-94.717821
319,1/17/2022 2:10,122.97749,8,80824,39.124691,-94.628834
320,1/17/2022 2:10,81.274933,12,90924,39.124007,-94.626378
321,1/17/2022 2:11,90.630744,12,70724,39.105605,-94.716701
322,1/17/2022 2:11,103.812734,8,80824,39.12449,-94.627748
323,1/17/2022 2:11,93.356947,12,70724,39.105553,-94.715581
324,1/17/2022 2:11,135.995392,8,80824,39.124675,-94.627084
325,1/17/2022 2:11,102.055083,12,70724,39.105471,-94.714465
326,1/17/2022 2:11,284.570232,12,80824,39.124444,-94.627824
327,1/17/2022 2:11,79.834925,11,70724,39.105601,-94.713373
328,1/17/2022 2:11,299.954363,12,80824,39.124681,-94.628901
329,1/17/2022 2:11,82.758031,11,70724,39.10575,-94.712267
330,1/17/2022 2:11,110.1601,12,80824,39.124464,-94.628441
331,1/17/2022 2:11,79.241167,10,70724,39.105871,-94.711155
332,1/17/2022 2:11,105.53494,11,80824,39.12417,-94.627391
333,1/17/2022 2:12,79.241167,10,70724,39.106012,-94.7102
334,1/17/2022 2:12,0.251884,11,80824,39.124569,-94.626946
335,1/17/2022 2:12,179.533353,10,80824,39.124658,-94.626959
336,1/17/2022 2:12,280.238436,10,80824,39.124301,-94.627105
337,1/17/2022 2:12,359.577288,9,80824,39.124653,-94.626993
338,1/17/2022 2:12,119.216067,9,80824,39.124687,-94.627131
339,1/17/2022 2:12,203.955126,11,80824,39.12471,-94.627253
340,1/17/2022 2:13,198.909981,9,80824,39.124531,-94.627038
341,1/17/2022 2:13,145.648829,12,80824,39.123955,-94.62665
